example_id                                                              | status  | run_time              |
./spec/features/sync_collection_spec.rb[1:1]                            | passed  | 8.39 seconds          |
./spec/features/sync_collection_spec.rb[1:2]                            | passed  | 7.36 seconds          |
./spec/features/user_management_spec.rb[1:1:1]                          | passed  | 2.72 seconds          |
./spec/features/user_management_spec.rb[1:1:2]                          | passed  | 2.81 seconds          |
./spec/features/user_management_spec.rb[1:1:3]                          | passed  | 2.86 seconds          |
./spec/features/user_management_spec.rb[1:1:4]                          | passed  | 2.74 seconds          |
./spec/features/user_management_spec.rb[1:1:5]                          | passed  | 2.7 seconds           |
./spec/features/user_management_spec.rb[1:1:6]                          | passed  | 2.72 seconds          |
./spec/features/user_management_spec.rb[1:2:1]                          | passed  | 3.58 seconds          |
./spec/lib/chemotion/calculations_spec.rb[1:1:1]                        | passed  | 0.02833 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:1:2]                        | passed  | 0.02552 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:1:3]                        | passed  | 0.02571 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:2:1]                        | passed  | 0.02497 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:2:2]                        | passed  | 0.02689 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:3:1:1]                      | passed  | 0.02355 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:3:1:2]                      | passed  | 0.02398 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:3:2:1]                      | passed  | 0.03258 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:3:2:2]                      | passed  | 0.02477 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:3:2:3]                      | passed  | 0.02453 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:4:1]                        | passed  | 0.03661 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:4:2]                        | passed  | 0.0379 seconds        |
./spec/lib/chemotion/calculations_spec.rb[1:5:1]                        | passed  | 0.02442 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:5:2]                        | passed  | 0.03235 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:6:1]                        | passed  | 0.02564 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:1]                        | passed  | 0.0241 seconds        |
./spec/lib/chemotion/calculations_spec.rb[1:7:2]                        | passed  | 0.02832 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:3]                        | passed  | 0.0262 seconds        |
./spec/lib/chemotion/calculations_spec.rb[1:7:4]                        | passed  | 0.02929 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:5]                        | passed  | 0.0227 seconds        |
./spec/lib/chemotion/calculations_spec.rb[1:7:6]                        | passed  | 0.03172 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:7]                        | passed  | 0.02757 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:8]                        | passed  | 0.02301 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:9]                        | passed  | 0.02329 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:10]                       | passed  | 0.02808 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:11]                       | passed  | 0.14544 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:12]                       | passed  | 0.02745 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:13]                       | passed  | 0.0231 seconds        |
./spec/lib/chemotion/calculations_spec.rb[1:7:14]                       | passed  | 0.02293 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:15]                       | passed  | 0.03973 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:16]                       | passed  | 0.02695 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:17]                       | passed  | 0.02799 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:18]                       | passed  | 0.02797 seconds       |
./spec/lib/chemotion/calculations_spec.rb[1:7:19]                       | passed  | 0.02304 seconds       |
./spec/lib/chemotion/code_creator_spec.rb[1:1:1]                        | passed  | 0.02791 seconds       |
